CAV Reciever,CAV Sender,Image Frame Index,Trust Score
cav1,cav2,0,0.33
cav1,cav2,1,0.33
cav1,cav2,2,0.33
cav1,cav2,3,0.33
cav1,cav2,4,0.33
cav1,cav2,5,0.33
cav1,cav2,6,0.33
cav1,cav2,7,0.33
cav1,cav2,8,0.33
cav1,cav2,9,0.33
cav1,cav2,10,0.34789678403879165
cav1,cav2,11,0.29643128568894095
cav1,cav2,12,0.5299196292523373
cav1,cav2,13,0.6920726075049595
cav1,cav2,14,0.6
cav1,cav2,15,0.6
cav1,cav2,16,0.6
cav1,cav2,17,0.6
cav1,cav2,18,0.6
cav1,cav2,19,0.6110365777954943
cav1,cav2,20,0.6
cav1,cav2,21,0.6
cav1,cav2,22,0.6
cav1,cav2,23,0.6215773061450892
cav1,cav2,24,0.6
cav1,cav2,25,0.6
cav1,cav2,26,0.6
cav1,cav2,27,0.6
cav1,cav2,28,0.6
cav1,cav3,0,0.33
cav1,cav3,1,0.33
cav1,cav3,2,0.33
cav1,cav3,3,0.33
cav1,cav3,4,0.33
cav1,cav3,5,0.33
cav1,cav3,6,0.33
cav1,cav3,7,0.33
cav1,cav3,8,0.33
cav1,cav3,9,0.33
cav1,cav3,10,0.3115492420860196
cav1,cav3,11,0.5
cav1,cav3,12,0.6
cav1,cav3,13,0.6
cav1,cav3,14,0.6
cav1,cav3,15,0.6
cav1,cav3,16,0.9790102999857025
cav1,cav3,17,0.6
cav1,cav3,18,0.6
cav1,cav3,19,0.6
cav1,cav3,20,0.6
cav1,cav3,21,0.6
cav1,cav3,22,0.6
cav1,cav3,23,0.6
cav1,cav3,24,0.7160452311819346
cav1,cav3,25,0.6
cav1,cav3,26,0.6
cav1,cav3,27,0.6
cav1,cav3,28,0.6
cav1,cav4,0,0.34
cav1,cav4,1,0.34
cav1,cav4,2,0.34
cav1,cav4,3,0.34
cav1,cav4,4,0.34
cav1,cav4,5,0.34
cav1,cav4,6,0.34
cav1,cav4,7,0.34
cav1,cav4,8,0.34
cav1,cav4,9,0.34
cav1,cav4,10,0.3259486469537037
cav1,cav4,11,0.34
cav1,cav4,12,0.51
cav1,cav4,13,0.51
cav1,cav4,14,0.54
cav1,cav4,15,0.5
cav1,cav4,16,0.56
cav1,cav4,17,0.6
cav1,cav4,18,0.6
cav1,cav4,19,0.6017032241024787
cav1,cav4,20,0.6
cav1,cav4,21,0.6
cav1,cav4,22,0.6
cav1,cav4,23,0.6799615441779219
cav1,cav4,24,0.6972173783044685
cav1,cav4,25,0.6
cav1,cav4,26,0.6
cav1,cav4,27,0.6282776298316646
cav1,cav4,28,0.6
cav2,cav1,0,0.33
cav2,cav1,1,0.33
cav2,cav1,2,0.33
cav2,cav1,3,0.33
cav2,cav1,4,0.33
cav2,cav1,5,0.33
cav2,cav1,6,0.4334500204596489
cav2,cav1,7,0.6
cav2,cav1,8,0.39460335633956184
cav2,cav1,9,0.4674731894339918
cav2,cav1,10,0.6
cav2,cav1,11,0.6
cav2,cav1,12,0.6
cav2,cav1,13,0.35915960826411625
cav2,cav1,14,0.5893418565563114
cav2,cav1,15,0.8825136548566513
cav2,cav1,16,0.5355326866256629
cav2,cav1,17,0.5462400640639389
cav2,cav1,18,0.5167941184359556
cav2,cav1,19,0.5613369564520807
cav2,cav1,20,0.6779202589022312
cav2,cav1,21,0.571203689729078
cav2,cav1,22,0.5535703541391508
cav2,cav1,23,0.4599149366469581
cav2,cav1,24,0.41908238531798114
cav2,cav1,25,0.4173583045727746
cav2,cav1,26,0.6
cav2,cav1,27,0.4099878886773392
cav2,cav1,28,0.6
cav2,cav3,0,0.33
cav2,cav3,1,0.33
cav2,cav3,2,0.33
cav2,cav3,3,0.33
cav2,cav3,4,0.33
cav2,cav3,5,0.33
cav2,cav3,6,0.48665747128300896
cav2,cav3,7,0.3794138805218379
cav2,cav3,8,0.855805581098504
cav2,cav3,9,0.46647978423455133
cav2,cav3,10,0.4217988405339145
cav2,cav3,11,0.6
cav2,cav3,12,0.714772485288873
cav2,cav3,13,0.6
cav2,cav3,14,0.45190375600027094
cav2,cav3,15,0.6
cav2,cav3,16,0.6721399873840558
cav2,cav3,17,0.4619931299146101
cav2,cav3,18,0.5205425244680716
cav2,cav3,19,0.6
cav2,cav3,20,0.40203738876050743
cav2,cav3,21,0.6122226199141133
cav2,cav3,22,0.31599934558465637
cav2,cav3,23,0.4743393946840589
cav2,cav3,24,0.49058289890628776
cav2,cav3,25,0.5736797311441117
cav2,cav3,26,0.5200982904488141
cav2,cav3,27,0.3973153955242962
cav2,cav3,28,0.6
cav2,cav4,0,0.34
cav2,cav4,1,0.34
cav2,cav4,2,0.34
cav2,cav4,3,0.34
cav2,cav4,4,0.34
cav2,cav4,5,0.34
cav2,cav4,6,0.6
cav2,cav4,7,0.4903217532928322
cav2,cav4,8,0.4406278021217987
cav2,cav4,9,0.343798765142688
cav2,cav4,10,0.668175936863903
cav2,cav4,11,0.36776242490719235
cav2,cav4,12,0.44465506251379555
cav2,cav4,13,0.4132827754859264
cav2,cav4,14,0.5599883435059917
cav2,cav4,15,0.4589372331902519
cav2,cav4,16,0.6
cav2,cav4,17,0.4410616260269415
cav2,cav4,18,0.44257780089354426
cav2,cav4,19,0.6
cav2,cav4,20,0.5227501340935772
cav2,cav4,21,0.4402948837081211
cav2,cav4,22,0.5333504050872592
cav2,cav4,23,0.5210815860482757
cav2,cav4,24,0.4658806667311247
cav2,cav4,25,0.9292488491337094
cav2,cav4,26,0.324162663394091
cav2,cav4,27,0.6583099790477802
cav2,cav4,28,0.620005489453021
cav3,cav1,0,0.33
cav3,cav1,1,0.33
cav3,cav1,2,0.5432734221270862
cav3,cav1,3,0.2857102473420825
cav3,cav1,4,0.15970381289439078
cav3,cav1,5,0.41193074824900766
cav3,cav1,6,0.39397910475148074
cav3,cav1,7,0.6
cav3,cav1,8,0.6
cav3,cav1,9,0.6
cav3,cav1,10,0.6
cav3,cav1,11,0.6
cav3,cav1,12,0.6
cav3,cav1,13,0.6
cav3,cav1,14,0.6
cav3,cav1,15,0.6584001709343613
cav3,cav1,16,0.6308506811484762
cav3,cav1,17,0.6
cav3,cav1,18,0.6704611685730774
cav3,cav1,19,0.6
cav3,cav1,20,0.6
cav3,cav1,21,0.6
cav3,cav1,22,0.6
cav3,cav1,23,0.6
cav3,cav1,24,0.6
cav3,cav1,25,0.6
cav3,cav1,26,0.6
cav3,cav1,27,0.6
cav3,cav1,28,0.6
cav3,cav2,0,0.33
cav3,cav2,1,0.33
cav3,cav2,2,0.25913119935516776
cav3,cav2,3,0.2973078315058607
cav3,cav2,4,0.20880047360195828
cav3,cav2,5,0.4078146198487456
cav3,cav2,6,0.6091291418348871
cav3,cav2,7,0.6
cav3,cav2,8,0.6
cav3,cav2,9,0.6
cav3,cav2,10,0.6
cav3,cav2,11,0.6
cav3,cav2,12,0.6
cav3,cav2,13,0.6955316725657101
cav3,cav2,14,0.6
cav3,cav2,15,0.6
cav3,cav2,16,0.6
cav3,cav2,17,0.6
cav3,cav2,18,0.6
cav3,cav2,19,0.6
cav3,cav2,20,0.6
cav3,cav2,21,0.6
cav3,cav2,22,0.6
cav3,cav2,23,0.6193038894842074
cav3,cav2,24,0.6
cav3,cav2,25,0.6
cav3,cav2,26,0.6
cav3,cav2,27,0.6
cav3,cav2,28,0.6
cav3,cav4,0,0.34
cav3,cav4,1,0.34
cav3,cav4,2,0.16046564948710906
cav3,cav4,3,0.4866985198863698
cav3,cav4,4,0.21903526124395994
cav3,cav4,5,0.3176359805102523
cav3,cav4,6,0.6
cav3,cav4,7,0.6
cav3,cav4,8,0.6666500810776463
cav3,cav4,9,0.6
cav3,cav4,10,0.6
cav3,cav4,11,0.6
cav3,cav4,12,0.6
cav3,cav4,13,0.6
cav3,cav4,14,0.6
cav3,cav4,15,0.6017806017310983
cav3,cav4,16,0.6495094737264471
cav3,cav4,17,0.6
cav3,cav4,18,0.6
cav3,cav4,19,0.701593795798137
cav3,cav4,20,0.6
cav3,cav4,21,0.6
cav3,cav4,22,0.6
cav3,cav4,23,0.6
cav3,cav4,24,0.6
cav3,cav4,25,0.6
cav3,cav4,26,0.6
cav3,cav4,27,0.6
cav3,cav4,28,0.6
cav4,cav1,0,0.6323755231341733
cav4,cav1,1,0.41533810690698947
cav4,cav1,2,0.09310671623721556
cav4,cav1,3,0.14314234113543928
cav4,cav1,4,0.6
cav4,cav1,5,0.3029496211627587
cav4,cav1,6,0.3216955794367642
cav4,cav1,7,0.6
cav4,cav1,8,0.449821098272049
cav4,cav1,9,0.30658008104476026
cav4,cav1,10,0.496134643386869
cav4,cav1,11,0.3621250058550378
cav4,cav1,12,0.30735510510898634
cav4,cav1,13,0.15903224549658537
cav4,cav1,14,0.5292113009756279
cav4,cav1,15,0.33583250172516166
cav4,cav1,16,0.43250277545772003
cav4,cav1,17,0.6
cav4,cav1,18,0.2743285787732534
cav4,cav1,19,0.3981256676706424
cav4,cav1,20,0.42296691377252316
cav4,cav1,21,0.3264893049443814
cav4,cav1,22,0.3035211823293735
cav4,cav1,23,0.3383016598156206
cav4,cav1,24,0.7658815880149351
cav4,cav1,25,0.41348644504700516
cav4,cav1,26,0.43781848203968227
cav4,cav1,27,0.3627572844217333
cav4,cav1,28,0.48705061945560535
cav4,cav2,0,0.6008152790233351
cav4,cav2,1,0.5954212110744842
cav4,cav2,2,0.5875017467394058
cav4,cav2,3,0.8139945664130361
cav4,cav2,4,0.3696223867836481
cav4,cav2,5,0.4300268778556717
cav4,cav2,6,0.4374189014043356
cav4,cav2,7,0.6
cav4,cav2,8,0.3970481832976795
cav4,cav2,9,0.35824518069076045
cav4,cav2,10,0.5660766356718926
cav4,cav2,11,0.4261801105850157
cav4,cav2,12,0.1323393436872652
cav4,cav2,13,0.3091299202774187
cav4,cav2,14,0.46447514210996765
cav4,cav2,15,0.29638076976352234
cav4,cav2,16,0.12926734247016142
cav4,cav2,17,0.6
cav4,cav2,18,0.35632297538967933
cav4,cav2,19,0.6086450316714398
cav4,cav2,20,0.7221736317752626
cav4,cav2,21,0.4276281392401853
cav4,cav2,22,0.4529592375610494
cav4,cav2,23,0.4522084618767227
cav4,cav2,24,0.4730700101725462
cav4,cav2,25,0.3042966855889452
cav4,cav2,26,0.15656289504234538
cav4,cav2,27,0.23444734757864388
cav4,cav2,28,0.5436285386596698
cav4,cav3,0,0.3094762363473585
cav4,cav3,1,0.13415432138895053
cav4,cav3,2,0.31800811392196626
cav4,cav3,3,0.6
cav4,cav3,4,0.5231484828354585
cav4,cav3,5,0.3468890108719915
cav4,cav3,6,0.9529685406014916
cav4,cav3,7,0.4048338801360511
cav4,cav3,8,0.4476339480742396
cav4,cav3,9,0.34105116067503616
cav4,cav3,10,0.01669719400917967
cav4,cav3,11,0.44478540285663226
cav4,cav3,12,0.57303424207504
cav4,cav3,13,0.43134830858437395
cav4,cav3,14,0.4287637514692973
cav4,cav3,15,0.22585957762313486
cav4,cav3,16,0.8546466866824726
cav4,cav3,17,0.6729211098425051
cav4,cav3,18,0.36469621966614163
cav4,cav3,19,0.5193085912363261
cav4,cav3,20,0.21443655322241192
cav4,cav3,21,0.307878159266849
cav4,cav3,22,0.3897055266515133
cav4,cav3,23,0.5823240691541539
cav4,cav3,24,0.10620005430142872
cav4,cav3,25,0.4159338700800382
cav4,cav3,26,0.48021644726767887
cav4,cav3,27,0.18328175117681894
cav4,cav3,28,0.6678919081036221
