CAV Reciever,CAV Sender,Image Frame Index,Trust Score
cav1,cav2,0,0.14093438576810763
cav1,cav2,1,0.6
cav1,cav2,2,0.6
cav1,cav2,3,0.6
cav1,cav2,4,0.6
cav1,cav2,5,0.6
cav1,cav2,6,0.6
cav1,cav2,7,0.7063042598630112
cav1,cav2,8,0.6
cav1,cav2,9,0.6
cav1,cav2,10,0.6
cav1,cav2,11,0.7071137201962223
cav1,cav2,12,0.6
cav1,cav2,13,0.6
cav1,cav2,14,0.6
cav1,cav2,15,0.6
cav1,cav2,16,0.6
cav1,cav2,17,0.6
cav1,cav2,18,0.6
cav1,cav2,19,0.8370515743596348
cav1,cav2,20,0.6
cav1,cav2,21,0.6
cav1,cav2,22,0.6
cav1,cav2,23,0.6
cav1,cav2,24,0.6
cav1,cav2,25,0.6
cav1,cav2,26,0.6
cav1,cav2,27,0.6
cav1,cav2,28,0.6
cav1,cav2,29,0.6
cav1,cav2,30,0.6
cav1,cav2,31,0.6
cav1,cav2,32,0.6
cav1,cav2,33,0.6
cav1,cav2,34,0.6
cav1,cav2,35,0.6
cav1,cav2,36,0.6
cav1,cav2,37,0.6
cav1,cav2,38,0.6
cav1,cav2,39,0.6
cav1,cav2,40,0.769847089193062
cav1,cav2,41,0.6
cav1,cav2,42,0.6
cav1,cav2,43,0.6
cav1,cav2,44,0.6
cav1,cav2,45,0.6
cav1,cav2,46,0.6
cav1,cav2,47,0.6
cav1,cav2,48,0.6
cav1,cav2,49,0.6
cav1,cav2,50,0.6
cav1,cav2,51,0.6
cav1,cav2,52,0.6
cav1,cav2,53,0.6
cav1,cav2,54,0.6
cav1,cav2,55,0.6
cav1,cav2,56,0.6
cav1,cav2,57,0.6
cav1,cav2,58,0.6
cav1,cav2,59,0.6
cav1,cav2,60,0.6
cav1,cav2,61,0.6
cav1,cav2,62,0.6
cav1,cav2,63,0.6437819697111827
cav1,cav2,64,0.6749051974617779
cav1,cav2,65,0.6109470051046065
cav1,cav3,0,0.710065292943993
cav1,cav3,1,0.6
cav1,cav3,2,0.6
cav1,cav3,3,0.6
cav1,cav3,4,0.6
cav1,cav3,5,0.6488234251135493
cav1,cav3,6,0.6
cav1,cav3,7,0.6
cav1,cav3,8,0.6
cav1,cav3,9,0.6
cav1,cav3,10,0.6
cav1,cav3,11,0.6072402750025411
cav1,cav3,12,0.6
cav1,cav3,13,0.6
cav1,cav3,14,0.6
cav1,cav3,15,0.6
cav1,cav3,16,0.6
cav1,cav3,17,0.6
cav1,cav3,18,0.6
cav1,cav3,19,0.6
cav1,cav3,20,0.6
cav1,cav3,21,0.6
cav1,cav3,22,0.6
cav1,cav3,23,0.6
cav1,cav3,24,0.6
cav1,cav3,25,0.6008112249353031
cav1,cav3,26,0.6
cav1,cav3,27,0.6
cav1,cav3,28,0.6
cav1,cav3,29,0.6
cav1,cav3,30,0.6
cav1,cav3,31,0.6
cav1,cav3,32,0.6
cav1,cav3,33,0.6
cav1,cav3,34,0.6
cav1,cav3,35,0.6
cav1,cav3,36,0.6
cav1,cav3,37,0.6239233791287626
cav1,cav3,38,0.6
cav1,cav3,39,0.6
cav1,cav3,40,0.8319551024422985
cav1,cav3,41,0.6635081325953555
cav1,cav3,42,0.6
cav1,cav3,43,0.6
cav1,cav3,44,0.7038386568841626
cav1,cav3,45,0.6
cav1,cav3,46,0.7109756387706858
cav1,cav3,47,0.6
cav1,cav3,48,0.6
cav1,cav3,49,0.6692502549142283
cav1,cav3,50,0.6
cav1,cav3,51,0.7513500770485834
cav1,cav3,52,0.6
cav1,cav3,53,0.6
cav1,cav3,54,0.6
cav1,cav3,55,0.6
cav1,cav3,56,0.6
cav1,cav3,57,0.6
cav1,cav3,58,0.6
cav1,cav3,59,0.6
cav1,cav3,60,0.6
cav1,cav3,61,0.6
cav1,cav3,62,0.6
cav1,cav3,63,0.6
cav1,cav3,64,0.6
cav1,cav3,65,0.6
cav1,cav4,0,0.6
cav1,cav4,1,0.6
cav1,cav4,2,0.6
cav1,cav4,3,0.6
cav1,cav4,4,0.6
cav1,cav4,5,0.6943237218498101
cav1,cav4,6,0.6
cav1,cav4,7,0.6
cav1,cav4,8,0.6
cav1,cav4,9,0.6
cav1,cav4,10,0.6
cav1,cav4,11,0.6
cav1,cav4,12,0.6
cav1,cav4,13,0.6
cav1,cav4,14,0.6
cav1,cav4,15,0.6
cav1,cav4,16,0.6
cav1,cav4,17,0.6
cav1,cav4,18,0.6
cav1,cav4,19,0.6
cav1,cav4,20,0.6
cav1,cav4,21,0.6
cav1,cav4,22,0.6
cav1,cav4,23,0.6
cav1,cav4,24,0.6
cav1,cav4,25,0.6115838017937858
cav1,cav4,26,0.6
cav1,cav4,27,0.6
cav1,cav4,28,0.6
cav1,cav4,29,0.6
cav1,cav4,30,0.6
cav1,cav4,31,0.6
cav1,cav4,32,0.6
cav1,cav4,33,0.6
cav1,cav4,34,0.6
cav1,cav4,35,0.6
cav1,cav4,36,0.6
cav1,cav4,37,0.6
cav1,cav4,38,0.6
cav1,cav4,39,0.6
cav1,cav4,40,0.6
cav1,cav4,41,0.6
cav1,cav4,42,0.6137358893502989
cav1,cav4,43,0.6328814569587182
cav1,cav4,44,0.6
cav1,cav4,45,0.6046563752606917
cav1,cav4,46,0.6
cav1,cav4,47,0.6
cav1,cav4,48,0.6
cav1,cav4,49,0.6
cav1,cav4,50,0.6065756878301841
cav1,cav4,51,0.6
cav1,cav4,52,0.6
cav1,cav4,53,0.6
cav1,cav4,54,0.7236757355539387
cav1,cav4,55,0.6
cav1,cav4,56,0.6
cav1,cav4,57,0.7127298413275054
cav1,cav4,58,0.6
cav1,cav4,59,0.6
cav1,cav4,60,0.6
cav1,cav4,61,0.6
cav1,cav4,62,0.6
cav1,cav4,63,0.6
cav1,cav4,64,0.6
cav1,cav4,65,0.6
cav2,cav1,0,0.6469519594570203
cav2,cav1,1,0.6
cav2,cav1,2,0.6
cav2,cav1,3,0.6
cav2,cav1,4,0.6
cav2,cav1,5,0.6
cav2,cav1,6,0.6
cav2,cav1,7,0.6
cav2,cav1,8,0.6
cav2,cav1,9,0.6
cav2,cav1,10,0.6949263120508966
cav2,cav1,11,0.6
cav2,cav1,12,0.6
cav2,cav1,13,0.6
cav2,cav1,14,0.6
cav2,cav1,15,0.6
cav2,cav1,16,0.6
cav2,cav1,17,0.6
cav2,cav1,18,0.6
cav2,cav1,19,0.6
cav2,cav1,20,0.6
cav2,cav1,21,0.7090299699087605
cav2,cav1,22,0.6721040039140221
cav2,cav1,23,0.6
cav2,cav1,24,0.6189553882006673
cav2,cav1,25,0.6
cav2,cav1,26,0.6
cav2,cav1,27,0.6
cav2,cav1,28,0.7022572891372018
cav2,cav1,29,0.6
cav2,cav1,30,0.6
cav2,cav1,31,0.6
cav2,cav1,32,0.6
cav2,cav1,33,0.7441245327050252
cav2,cav1,34,0.6
cav2,cav1,35,0.6
cav2,cav1,36,0.6
cav2,cav1,37,0.6
cav2,cav1,38,0.6
cav2,cav1,39,0.6
cav2,cav1,40,0.6
cav2,cav1,41,0.6
cav2,cav1,42,0.6
cav2,cav1,43,0.6
cav2,cav1,44,0.6703673511043264
cav2,cav1,45,0.6
cav2,cav1,46,0.6
cav2,cav1,47,0.6
cav2,cav1,48,0.6
cav2,cav1,49,0.6
cav2,cav1,50,0.6
cav2,cav1,51,0.6
cav2,cav1,52,0.6
cav2,cav1,53,0.6
cav2,cav1,54,0.6
cav2,cav1,55,0.6
cav2,cav1,56,0.6
cav2,cav1,57,0.705724590608197
cav2,cav1,58,0.6
cav2,cav1,59,0.6
cav2,cav1,60,0.6
cav2,cav1,61,0.6
cav2,cav1,62,0.8206971658698985
cav2,cav1,63,0.6
cav2,cav1,64,0.6
cav2,cav1,65,0.6
cav2,cav3,0,0.6
cav2,cav3,1,0.6
cav2,cav3,2,0.6
cav2,cav3,3,0.6
cav2,cav3,4,0.6
cav2,cav3,5,0.6
cav2,cav3,6,0.6
cav2,cav3,7,0.6
cav2,cav3,8,0.6
cav2,cav3,9,0.6
cav2,cav3,10,0.6
cav2,cav3,11,0.6
cav2,cav3,12,0.6
cav2,cav3,13,0.6
cav2,cav3,14,0.6
cav2,cav3,15,0.6
cav2,cav3,16,0.7579016809356418
cav2,cav3,17,0.6132691777069149
cav2,cav3,18,0.6
cav2,cav3,19,0.6
cav2,cav3,20,0.6
cav2,cav3,21,0.6
cav2,cav3,22,0.6
cav2,cav3,23,0.6
cav2,cav3,24,0.6
cav2,cav3,25,0.6
cav2,cav3,26,0.6163362448628457
cav2,cav3,27,0.6
cav2,cav3,28,0.6
cav2,cav3,29,0.7292983641706737
cav2,cav3,30,0.6
cav2,cav3,31,0.6
cav2,cav3,32,0.6
cav2,cav3,33,0.6
cav2,cav3,34,0.6377030905654852
cav2,cav3,35,0.6
cav2,cav3,36,0.6
cav2,cav3,37,0.6
cav2,cav3,38,0.6
cav2,cav3,39,0.6
cav2,cav3,40,0.6
cav2,cav3,41,0.6
cav2,cav3,42,0.6
cav2,cav3,43,0.6
cav2,cav3,44,0.6
cav2,cav3,45,0.6479290101575876
cav2,cav3,46,0.6510460950635447
cav2,cav3,47,0.6
cav2,cav3,48,0.6
cav2,cav3,49,0.6
cav2,cav3,50,0.6
cav2,cav3,51,0.6
cav2,cav3,52,0.6
cav2,cav3,53,0.6
cav2,cav3,54,0.7082339253725969
cav2,cav3,55,0.6
cav2,cav3,56,0.6
cav2,cav3,57,0.6
cav2,cav3,58,0.6
cav2,cav3,59,0.6
cav2,cav3,60,0.6
cav2,cav3,61,0.6
cav2,cav3,62,0.6
cav2,cav3,63,0.6
cav2,cav3,64,0.6
cav2,cav3,65,0.6
cav2,cav4,0,0.6506270383821906
cav2,cav4,1,0.6
cav2,cav4,2,0.6
cav2,cav4,3,0.6
cav2,cav4,4,0.6
cav2,cav4,5,0.7954183980220977
cav2,cav4,6,0.6
cav2,cav4,7,0.6
cav2,cav4,8,0.6
cav2,cav4,9,0.6
cav2,cav4,10,0.6
cav2,cav4,11,0.6
cav2,cav4,12,0.6
cav2,cav4,13,0.6007044927183534
cav2,cav4,14,0.6
cav2,cav4,15,0.6
cav2,cav4,16,0.6
cav2,cav4,17,0.6
cav2,cav4,18,0.6
cav2,cav4,19,0.6
cav2,cav4,20,0.6108034880040776
cav2,cav4,21,0.6
cav2,cav4,22,0.8241354305821492
cav2,cav4,23,0.6
cav2,cav4,24,0.6
cav2,cav4,25,0.6
cav2,cav4,26,0.6
cav2,cav4,27,0.6
cav2,cav4,28,0.6
cav2,cav4,29,0.6
cav2,cav4,30,0.6
cav2,cav4,31,0.6
cav2,cav4,32,0.6
cav2,cav4,33,0.6
cav2,cav4,34,0.7063098882422637
cav2,cav4,35,0.6004320706032475
cav2,cav4,36,0.6
